Cruise	Station	Type	yyyy-mm-ddThh:mm:ss.sss	Longitude [degrees_east]	Latitude [degrees_north]	CTDPRS [dbar]	QV:IODE	CTDTMP [deg C]	QV:IODE	CTDSAL [pss-78]	QV:IODE	CTDOXY [umol/kg]	QV:IODE	Fluorescence Chl-a [mg/m~^3]	QV:IODE	Fluorescence Raw Data [arbitrary units]	QV:IODE	Transmissometer Beam Attenuation [1/m]	QV:IODE	Transmissometer Raw Data [arbitrary units]	QV:IODE	Turbidity Raw Data [arbitrary units]	QV:IODE	PAR Raw Data [arbitrary units]	QV:IODE	QV:ODV:SAMPLE
GA02	RP321252	C	2010-06-17T19:56:00	292.92740	24.71430	2.000	1	29.32400	1	36.528000	1	197.200	1	0.01000	1		9		9		9		9		9	1
GA02	RP321252	C	2010-06-17T19:56:00	292.92740	24.71430	3.000	1	29.26700	1	36.519001	1	197.400	1	0.01000	1		9		9		9		9		9	1
GA02	RP321252	C	2010-06-17T19:56:00	292.92740	24.71430	4.000	1	28.99400	1	36.471001	1	198.000	1	0.01000	1		9		9		9		9		9	1
GA02	RP321252	C	2010-06-17T19:56:00	292.92740	24.71430	5.000	1	28.58000	1	36.410999	1	199.000	1	0.01000	1		9		9		9		9		9	1
GA02	RP321252	C	2010-06-17T19:56:00	292.92740	24.71430	6.000	1	28.09600	1	36.355999	1	200.300	1	0.01000	1		9		9		9		9		9	1
GA02	RP321252	C	2010-06-17T19:56:00	292.92740	24.71430	7.000	1	27.57000	1	36.341000	1	201.600	1	0.01000	1		9		9		9		9		9	1
GA02	RP321252	C	2010-06-17T19:56:00	292.92740	24.71430	8.000	1	27.19900	1	36.346001	1	202.600	1	0.01000	1		9		9		9		9		9	1
GA02	RP321252	C	2010-06-17T19:56:00	292.92740	24.71430	9.000	1	26.92200	1	36.355000	1	203.200	1	0.01000	1		9		9		9		9		9	1
GA02	RP321252	C	2010-06-17T19:56:00	292.92740	24.71430	10.000	1	26.85100	1	36.363998	1	203.400	1	0.01000	1		9		9		9		9		9	1
GA02	RP321252	C	2010-06-17T19:56:00	292.92740	24.71430	11.000	1	26.78400	1	36.382999	1	203.300	1	0.01000	1		9		9		9		9		9	1
GA02	RP321252	C	2010-06-17T19:56:00	292.92740	24.71430	12.000	1	26.71700	1	36.403000	1	203.300	1	0.01000	1		9		9		9		9		9	1
GA02	RP321252	C	2010-06-17T19:56:00	292.92740	24.71430	13.000	1	26.67300	1	36.423000	1	203.200	1	0.01000	1		9		9		9		9		9	1
GA02	RP321252	C	2010-06-17T19:56:00	292.92740	24.71430	14.000	1	26.64900	1	36.436001	1	203.100	1	0.01000	1		9		9		9		9		9	1
GA02	RP321252	C	2010-06-17T19:56:00	292.92740	24.71430	15.000	1	26.62600	1	36.445999	1	203.100	1	0.01000	1		9		9		9		9		9	1
GA02	RP321252	C	2010-06-17T19:56:00	292.92740	24.71430	16.000	1	26.59100	1	36.458000	1	203.100	1	0.01000	1		9		9		9		9		9	1
GA02	RP321252	C	2010-06-17T19:56:00	292.92740	24.71430	17.000	1	26.53100	1	36.485001	1	203.200	1	0.01000	1		9		9		9		9		9	1
GA02	RP321252	C	2010-06-17T19:56:00	292.92740	24.71430	18.000	1	26.45600	1	36.516998	1	203.200	1	0.01000	1		9		9		9		9		9	1
GA02	RP321252	C	2010-06-17T19:56:00	292.92740	24.71430	19.000	1	26.39500	1	36.543999	1	203.400	1	0.01000	1		9		9		9		9		9	1
GA02	RP321252	C	2010-06-17T19:56:00	292.92740	24.71430	20.000	1	26.35500	1	36.550999	1	203.700	1	0.01000	1		9		9		9		9		9	1
GA02	RP321252	C	2010-06-17T19:56:00	292.92740	24.71430	21.000	1	26.30000	1	36.540001	1	204.100	1	0.01000	1		9		9		9		9		9	1
GA02	RP321252	C	2010-06-17T19:56:00	292.92740	24.71430	22.000	1	26.18500	1	36.528000	1	204.400	1	0.01000	1		9		9		9		9		9	1
GA02	RP321252	C	2010-06-17T19:56:00	292.92740	24.71430	23.000	1	26.04300	1	36.516998	1	204.600	1	0.01000	1		9		9		9		9		9	1
GA02	RP321252	C	2010-06-17T19:56:00	292.92740	24.71430	24.000	1	25.92600	1	36.521000	1	204.800	1	0.01000	1		9		9		9		9		9	1
GA02	RP321252	C	2010-06-17T19:56:00	292.92740	24.71430	25.000	1	25.85600	1	36.526001	1	204.800	1	0.01000	1		9		9		9		9		9	1
GA02	RP321252	C	2010-06-17T19:56:00	292.92740	24.71430	26.000	1	25.82100	1	36.540001	1	204.900	1	0.01000	1		9		9		9		9		9	1
GA02	RP321252	C	2010-06-17T19:56:00	292.92740	24.71430	27.000	1	25.80100	1	36.554001	1	204.900	1	0.01000	1		9		9		9		9		9	1
GA02	RP321252	C	2010-06-17T19:56:00	292.92740	24.71430	28.000	1	25.80200	1	36.591000	1	205.000	1	0.01000	1		9		9		9		9		9	1
GA02	RP321252	C	2010-06-17T19:56:00	292.92740	24.71430	29.000	1	25.80400	1	36.622002	1	205.200	1	0.01000	1		9		9		9		9		9	1
GA02	RP321252	C	2010-06-17T19:56:00	292.92740	24.71430	30.000	1	25.80500	1	36.648998	1	205.600	1	0.01000	1		9		9		9		9		9	1
GA02	RP321252	C	2010-06-17T19:56:00	292.92740	24.71430	31.000	1	25.76700	1	36.658001	1	206.200	1	0.01000	1		9		9		9		9		9	1
GA02	RP321252	C	2010-06-17T19:56:00	292.92740	24.71430	32.000	1	25.63800	1	36.665001	1	206.900	1	0.01000	1		9		9		9		9		9	1
GA02	RP321252	C	2010-06-17T19:56:00	292.92740	24.71430	33.000	1	25.45900	1	36.671001	1	207.700	1	0.01000	1		9		9		9		9		9	1
GA02	RP321252	C	2010-06-17T19:56:00	292.92740	24.71430	34.000	1	25.28900	1	36.679001	1	208.400	1	0.01000	1		9		9		9		9		9	1
GA02	RP321252	C	2010-06-17T19:56:00	292.92740	24.71430	35.000	1	25.19600	1	36.688999	1	209.000	1	0.01000	1		9		9		9		9		9	1
GA02	RP321252	C	2010-06-17T19:56:00	292.92740	24.71430	36.000	1	25.13800	1	36.701000	1	209.400	1	0.01000	1		9		9		9		9		9	1
GA02	RP321252	C	2010-06-17T19:56:00	292.92740	24.71430	37.000	1	25.09300	1	36.707001	1	209.900	1	0.01000	1		9		9		9		9		9	1
GA02	RP321252	C	2010-06-17T19:56:00	292.92740	24.71430	38.000	1	25.02300	1	36.719002	1	210.100	1	0.01000	1		9		9		9		9		9	1
GA02	RP321252	C	2010-06-17T19:56:00	292.92740	24.71430	39.000	1	24.95600	1	36.729000	1	210.300	1	0.01000	1		9		9		9		9		9	1
