Cruise	Station	Type	yyyy-mm-ddThh:mm:ss.sss	Longitude [degrees_east]	Latitude [degrees_north]	CTDPRS [dbar]	QV:IODE	CTDTMP [deg C]	QV:IODE	CTDSAL [pss-78]	QV:IODE	CTDOXY [umol/kg]	QV:IODE	Fluorescence Chl-a [mg/m~^3]	QV:IODE	Fluorescence Raw Data [arbitrary units]	QV:IODE	Transmissometer Beam Attenuation [1/m]	QV:IODE	Transmissometer Raw Data [arbitrary units]	QV:IODE	Turbidity Raw Data [arbitrary units]	QV:IODE	PAR Raw Data [arbitrary units]	QV:IODE	QV:ODV:SAMPLE
GA02	RP319153	C	2010-05-18T22:32:00	309.24411	37.52140	4.000	1	17.74800	1	36.414001	1	223.100	1	0.52000	1		9	0.294000	1		9		9		9	1
GA02	RP319153	C	2010-05-18T22:32:00	309.24411	37.52140	5.000	1	17.74900	1	36.414001	1	223.000	1	0.52000	1		9	0.293000	1		9		9		9	1
GA02	RP319153	C	2010-05-18T22:32:00	309.24411	37.52140	6.000	1	17.75000	1	36.414001	1	223.000	1	0.51000	1		9	0.292000	1		9		9		9	1
GA02	RP319153	C	2010-05-18T22:32:00	309.24411	37.52140	7.000	1	17.75200	1	36.414001	1	222.900	1	0.51000	1		9	0.292000	1		9		9		9	1
GA02	RP319153	C	2010-05-18T22:32:00	309.24411	37.52140	8.000	1	17.75300	1	36.414001	1	223.000	1	0.52000	1		9	0.291000	1		9		9		9	1
GA02	RP319153	C	2010-05-18T22:32:00	309.24411	37.52140	9.000	1	17.75400	1	36.414001	1	223.100	1	0.52000	1		9	0.291000	1		9		9		9	1
GA02	RP319153	C	2010-05-18T22:32:00	309.24411	37.52140	10.000	1	17.75400	1	36.414001	1	223.400	1	0.52000	1		9	0.291000	1		9		9		9	1
GA02	RP319153	C	2010-05-18T22:32:00	309.24411	37.52140	11.000	1	17.75500	1	36.414001	1	223.600	1	0.53000	1		9	0.291000	1		9		9		9	1
GA02	RP319153	C	2010-05-18T22:32:00	309.24411	37.52140	12.000	1	17.75500	1	36.414001	1	223.800	1	0.53000	1		9	0.291000	1		9		9		9	1
GA02	RP319153	C	2010-05-18T22:32:00	309.24411	37.52140	13.000	1	17.75500	1	36.412998	1	223.800	1	0.53000	1		9	0.289000	1		9		9		9	1
GA02	RP319153	C	2010-05-18T22:32:00	309.24411	37.52140	14.000	1	17.75500	1	36.412998	1	223.800	1	0.53000	1		9	0.287000	1		9		9		9	1
GA02	RP319153	C	2010-05-18T22:32:00	309.24411	37.52140	15.000	1	17.75500	1	36.412998	1	223.600	1	0.52000	1		9	0.285000	1		9		9		9	1
GA02	RP319153	C	2010-05-18T22:32:00	309.24411	37.52140	16.000	1	17.75500	1	36.412998	1	223.400	1	0.52000	1		9	0.283000	1		9		9		9	1
GA02	RP319153	C	2010-05-18T22:32:00	309.24411	37.52140	17.000	1	17.75500	1	36.412998	1	223.300	1	0.52000	1		9	0.283000	1		9		9		9	1
GA02	RP319153	C	2010-05-18T22:32:00	309.24411	37.52140	18.000	1	17.75500	1	36.412998	1	223.200	1	0.52000	1		9	0.282000	1		9		9		9	1
GA02	RP319153	C	2010-05-18T22:32:00	309.24411	37.52140	19.000	1	17.75500	1	36.412998	1	223.200	1	0.52000	1		9	0.283000	1		9		9		9	1
GA02	RP319153	C	2010-05-18T22:32:00	309.24411	37.52140	20.000	1	17.75500	1	36.412998	1	223.200	1	0.52000	1		9	0.282000	1		9		9		9	1
GA02	RP319153	C	2010-05-18T22:32:00	309.24411	37.52140	21.000	1	17.75500	1	36.412998	1	223.200	1	0.51000	1		9	0.282000	1		9		9		9	1
