Cruise	Station	Type	yyyy-mm-ddThh:mm:ss.sss	Longitude [degrees_east]	Latitude [degrees_north]	CTDPRS [dbar]	QV:IODE	CTDTMP [deg C]	QV:IODE	CTDSAL [pss-78]	QV:IODE	CTDOXY [umol/kg]	QV:IODE	Fluorescence Chl-a [mg/m~^3]	QV:IODE	Fluorescence Raw Data [arbitrary units]	QV:IODE	Transmissometer Beam Attenuation [1/m]	QV:IODE	Transmissometer Raw Data [arbitrary units]	QV:IODE	Turbidity Raw Data [arbitrary units]	QV:IODE	PAR Raw Data [arbitrary units]	QV:IODE	QV:ODV:SAMPLE
GA02	RP321312	C	2010-06-24T15:06:00	303.73151	16.83120	1.000	1	29.13300	1	32.824001	1	158.700	1	0.30000	1		9	0.503000	1		9		9		9	1
GA02	RP321312	C	2010-06-24T15:06:00	303.73151	16.83120	2.000	1	29.13400	1	32.826000	1	172.800	1	0.30000	1		9	0.500000	1		9		9		9	1
GA02	RP321312	C	2010-06-24T15:06:00	303.73151	16.83120	3.000	1	29.13700	1	32.831001	1	192.800	1	0.31000	1		9	0.495000	1		9		9		9	1
GA02	RP321312	C	2010-06-24T15:06:00	303.73151	16.83120	4.000	1	29.13900	1	32.832001	1	201.900	1	0.31000	1		9	0.492000	1		9		9		9	1
GA02	RP321312	C	2010-06-24T15:06:00	303.73151	16.83120	5.000	1	29.14100	1	32.832001	1	202.300	1	0.32000	1		9	0.492000	1		9		9		9	1
GA02	RP321312	C	2010-06-24T15:06:00	303.73151	16.83120	6.000	1	29.13800	1	32.831001	1	202.500	1	0.33000	1		9	0.491000	1		9		9		9	1
GA02	RP321312	C	2010-06-24T15:06:00	303.73151	16.83120	7.000	1	29.13400	1	32.830002	1	202.700	1	0.36000	1		9	0.492000	1		9		9		9	1
GA02	RP321312	C	2010-06-24T15:06:00	303.73151	16.83120	8.000	1	29.12900	1	32.830002	1	203.000	1	0.42000	1		9	0.492000	1		9		9		9	1
GA02	RP321312	C	2010-06-24T15:06:00	303.73151	16.83120	9.000	1	29.12800	1	32.830002	1	203.100	1	0.50000	1		9	0.495000	1		9		9		9	1
GA02	RP321312	C	2010-06-24T15:06:00	303.73151	16.83120	10.000	1	29.12800	1	32.828999	1	203.200	1	0.58000	1		9	0.497000	1		9		9		9	1
GA02	RP321312	C	2010-06-24T15:06:00	303.73151	16.83120	11.000	1	29.12500	1	32.828999	1	203.200	1	0.65000	1		9	0.499000	1		9		9		9	1
GA02	RP321312	C	2010-06-24T15:06:00	303.73151	16.83120	12.000	1	29.11800	1	32.827000	1	203.400	1	0.71000	1		9	0.500000	1		9		9		9	1
GA02	RP321312	C	2010-06-24T15:06:00	303.73151	16.83120	13.000	1	29.10700	1	32.826000	1	203.600	1	0.76000	1		9	0.503000	1		9		9		9	1
GA02	RP321312	C	2010-06-24T15:06:00	303.73151	16.83120	14.000	1	29.09700	1	32.826000	1	203.700	1	0.83000	1		9	0.508000	1		9		9		9	1
GA02	RP321312	C	2010-06-24T15:06:00	303.73151	16.83120	15.000	1	29.09000	1	32.826000	1	203.700	1	0.90000	1		9	0.512000	1		9		9		9	1
GA02	RP321312	C	2010-06-24T15:06:00	303.73151	16.83120	16.000	1	29.08800	1	32.826000	1	203.700	1	0.94000	1		9	0.515000	1		9		9		9	1
GA02	RP321312	C	2010-06-24T15:06:00	303.73151	16.83120	17.000	1	29.08600	1	32.827000	1	203.700	1	0.96000	1		9	0.515000	1		9		9		9	1
GA02	RP321312	C	2010-06-24T15:06:00	303.73151	16.83120	18.000	1	29.08500	1	32.827000	1	203.600	1	0.97000	1		9	0.516000	1		9		9		9	1
GA02	RP321312	C	2010-06-24T15:06:00	303.73151	16.83120	19.000	1	29.08500	1	32.827999	1	203.300	1	0.96000	1		9	0.516000	1		9		9		9	1
GA02	RP321312	C	2010-06-24T15:06:00	303.73151	16.83120	20.000	1	29.08500	1	32.827999	1	203.100	1	0.96000	1		9	0.516000	1		9		9		9	1
GA02	RP321312	C	2010-06-24T15:06:00	303.73151	16.83120	21.000	1	29.08400	1	32.828999	1	202.800	1	0.95000	1		9	0.515000	1		9		9		9	1
GA02	RP321312	C	2010-06-24T15:06:00	303.73151	16.83120	22.000	1	29.08400	1	32.832001	1	202.400	1	0.94000	1		9	0.515000	1		9		9		9	1
GA02	RP321312	C	2010-06-24T15:06:00	303.73151	16.83120	23.000	1	29.09200	1	33.002998	1	202.100	1	0.94000	1		9	0.515000	1		9		9		9	1
GA02	RP321312	C	2010-06-24T15:06:00	303.73151	16.83120	24.000	1	29.12600	1	33.411999	1	201.300	1	0.93000	1		9	0.513000	1		9		9		9	1
GA02	RP321312	C	2010-06-24T15:06:00	303.73151	16.83120	25.000	1	29.16000	1	33.985001	1	200.200	1	0.87000	1		9	0.463000	1		9		9		9	1
GA02	RP321312	C	2010-06-24T15:06:00	303.73151	16.83120	26.000	1	29.18700	1	34.542999	1	197.000	1	0.75000	1		9	0.362000	1		9		9		9	1
GA02	RP321312	C	2010-06-24T15:06:00	303.73151	16.83120	27.000	1	29.15700	1	34.957001	1	191.600	1	0.56000	1		9	0.240000	1		9		9		9	1
