Cruise	Station	Type	yyyy-mm-ddThh:mm:ss.sss	Longitude [degrees_east]	Latitude [degrees_north]	CTDPRS [dbar]	QV:IODE	CTDTMP [deg C]	QV:IODE	CTDSAL [pss-78]	QV:IODE	CTDOXY [umol/kg]	QV:IODE	Fluorescence Chl-a [mg/m~^3]	QV:IODE	Fluorescence Raw Data [arbitrary units]	QV:IODE	Transmissometer Beam Attenuation [1/m]	QV:IODE	Transmissometer Raw Data [arbitrary units]	QV:IODE	Turbidity Raw Data [arbitrary units]	QV:IODE	PAR Raw Data [arbitrary units]	QV:IODE	QV:ODV:SAMPLE
GA02	RC057142	C	2011-03-22T01:00:00	330.76651	-12.89570	11.000	1	27.99000	1	37.028999	1	195.000	1	0.01000	1		9	0.056000	1		9		9		9	1
GA02	RC057142	C	2011-03-22T01:00:00	330.76651	-12.89570	12.000	1	27.95800	1	37.030998	1	195.100	1	0.01000	1		9	0.056000	1		9		9		9	1
GA02	RC057142	C	2011-03-22T01:00:00	330.76651	-12.89570	13.000	1	27.90700	1	37.033001	1	195.300	1	0.02000	1		9	0.056000	1		9		9		9	1
GA02	RC057142	C	2011-03-22T01:00:00	330.76651	-12.89570	14.000	1	27.88400	1	37.034000	1	195.400	1	0.01000	1		9	0.056000	1		9		9		9	1
GA02	RC057142	C	2011-03-22T01:00:00	330.76651	-12.89570	15.000	1	27.88400	1	37.034000	1	195.500	1	0.01000	1		9	0.057000	1		9		9		9	1
GA02	RC057142	C	2011-03-22T01:00:00	330.76651	-12.89570	16.000	1	27.88600	1	37.034000	1	195.600	1	0.01000	1		9	0.057000	1		9		9		9	1
GA02	RC057142	C	2011-03-22T01:00:00	330.76651	-12.89570	17.000	1	27.90100	1	37.033001	1	195.600	1	0.01000	1		9	0.057000	1		9		9		9	1
GA02	RC057142	C	2011-03-22T01:00:00	330.76651	-12.89570	18.000	1	27.90400	1	37.033001	1	195.600	1	0.01000	1		9	0.057000	1		9		9		9	1
GA02	RC057142	C	2011-03-22T01:00:00	330.76651	-12.89570	19.000	1	27.90600	1	37.033001	1	195.700	1	0.01000	1		9	0.056000	1		9		9		9	1
GA02	RC057142	C	2011-03-22T01:00:00	330.76651	-12.89570	20.000	1	27.88500	1	37.035000	1	195.700	1	0.01000	1		9	0.056000	1		9		9		9	1
GA02	RC057142	C	2011-03-22T01:00:00	330.76651	-12.89570	21.000	1	27.86300	1	37.036999	1	195.700	1	0.01000	1		9	0.057000	1		9		9		9	1
GA02	RC057142	C	2011-03-22T01:00:00	330.76651	-12.89570	22.000	1	27.84000	1	37.039001	1	195.700	1	0.01000	1		9	0.057000	1		9		9		9	1
GA02	RC057142	C	2011-03-22T01:00:00	330.76651	-12.89570	23.000	1	27.83800	1	37.039001	1	195.700	1	0.01000	1		9	0.057000	1		9		9		9	1
GA02	RC057142	C	2011-03-22T01:00:00	330.76651	-12.89570	24.000	1	27.83500	1	37.039001	1	195.700	1	0.01000	1		9	0.057000	1		9		9		9	1
GA02	RC057142	C	2011-03-22T01:00:00	330.76651	-12.89570	25.000	1	27.82900	1	37.039001	1	195.500	1	0.01000	1		9	0.057000	1		9		9		9	1
GA02	RC057142	C	2011-03-22T01:00:00	330.76651	-12.89570	26.000	1	27.81500	1	37.037998	1	195.500	1	0.01000	1		9	0.057000	1		9		9		9	1
GA02	RC057142	C	2011-03-22T01:00:00	330.76651	-12.89570	27.000	1	27.79800	1	37.036999	1	195.500	1	0.01000	1		9	0.058000	1		9		9		9	1
GA02	RC057142	C	2011-03-22T01:00:00	330.76651	-12.89570	28.000	1	27.78300	1	37.035999	1	195.800	1	0.01000	1		9	0.058000	1		9		9		9	1
GA02	RC057142	C	2011-03-22T01:00:00	330.76651	-12.89570	29.000	1	27.77500	1	37.035000	1	195.900	1	0.01000	1		9	0.058000	1		9		9		9	1
GA02	RC057142	C	2011-03-22T01:00:00	330.76651	-12.89570	30.000	1	27.77000	1	37.035000	1	196.000	1	0.01000	1		9	0.059000	1		9		9		9	1
GA02	RC057142	C	2011-03-22T01:00:00	330.76651	-12.89570	31.000	1	27.76400	1	37.035000	1	196.100	1	0.01000	1		9	0.059000	1		9		9		9	1
GA02	RC057142	C	2011-03-22T01:00:00	330.76651	-12.89570	32.000	1	27.75500	1	37.034000	1	196.000	1	0.01000	1		9	0.059000	1		9		9		9	1
GA02	RC057142	C	2011-03-22T01:00:00	330.76651	-12.89570	33.000	1	27.74600	1	37.035000	1	195.900	1	0.01000	1		9	0.059000	1		9		9		9	1
GA02	RC057142	C	2011-03-22T01:00:00	330.76651	-12.89570	34.000	1	27.73900	1	37.035000	1	195.800	1	0.01000	1		9	0.059000	1		9		9		9	1
GA02	RC057142	C	2011-03-22T01:00:00	330.76651	-12.89570	35.000	1	27.73700	1	37.035999	1	195.800	1	0.02000	1		9	0.059000	1		9		9		9	1
GA02	RC057142	C	2011-03-22T01:00:00	330.76651	-12.89570	36.000	1	27.73900	1	37.040001	1	195.800	1	0.02000	1		9	0.059000	1		9		9		9	1
GA02	RC057142	C	2011-03-22T01:00:00	330.76651	-12.89570	37.000	1	27.74000	1	37.043999	1	195.800	1	0.02000	1		9	0.059000	1		9		9		9	1
GA02	RC057142	C	2011-03-22T01:00:00	330.76651	-12.89570	38.000	1	27.74200	1	37.048000	1	195.900	1	0.02000	1		9	0.059000	1		9		9		9	1
GA02	RC057142	C	2011-03-22T01:00:00	330.76651	-12.89570	39.000	1	27.74100	1	37.050999	1	195.900	1	0.02000	1		9	0.059000	1		9		9		9	1
GA02	RC057142	C	2011-03-22T01:00:00	330.76651	-12.89570	40.000	1	27.73900	1	37.050999	1	196.000	1	0.02000	1		9	0.059000	1		9		9		9	1
GA02	RC057142	C	2011-03-22T01:00:00	330.76651	-12.89570	41.000	1	27.73200	1	37.051998	1	196.100	1	0.02000	1		9	0.059000	1		9		9		9	1
GA02	RC057142	C	2011-03-22T01:00:00	330.76651	-12.89570	42.000	1	27.72200	1	37.050999	1	196.100	1	0.02000	1		9	0.059000	1		9		9		9	1
GA02	RC057142	C	2011-03-22T01:00:00	330.76651	-12.89570	43.000	1	27.70900	1	37.049999	1	196.100	1	0.02000	1		9	0.059000	1		9		9		9	1
GA02	RC057142	C	2011-03-22T01:00:00	330.76651	-12.89570	44.000	1	27.68900	1	37.047001	1	196.100	1	0.02000	1		9	0.060000	1		9		9		9	1
GA02	RC057142	C	2011-03-22T01:00:00	330.76651	-12.89570	45.000	1	27.67000	1	37.042999	1	196.100	1	0.02000	1		9	0.060000	1		9		9		9	1
GA02	RC057142	C	2011-03-22T01:00:00	330.76651	-12.89570	46.000	1	27.65500	1	37.040001	1	196.100	1	0.02000	1		9	0.060000	1		9		9		9	1
GA02	RC057142	C	2011-03-22T01:00:00	330.76651	-12.89570	47.000	1	27.64900	1	37.039001	1	196.100	1	0.02000	1		9	0.060000	1		9		9		9	1
GA02	RC057142	C	2011-03-22T01:00:00	330.76651	-12.89570	48.000	1	27.64500	1	37.039001	1	196.000	1	0.02000	1		9	0.060000	1		9		9		9	1
