Cruise	Station	Type	yyyy-mm-ddThh:mm:ss.sss	Longitude [degrees_east]	Latitude [degrees_north]	CTDPRS [dbar]	QV:IODE	CTDTMP [deg C]	QV:IODE	CTDSAL [pss-78]	QV:IODE	CTDOXY [umol/kg]	QV:IODE	Fluorescence Chl-a [mg/m~^3]	QV:IODE	Fluorescence Raw Data [arbitrary units]	QV:IODE	Transmissometer Beam Attenuation [1/m]	QV:IODE	Transmissometer Raw Data [arbitrary units]	QV:IODE	Turbidity Raw Data [arbitrary units]	QV:IODE	PAR Raw Data [arbitrary units]	QV:IODE	QV:ODV:SAMPLE
GA02	RC057182	C	2011-03-27T13:11:00	327.12549	-0.19150	9.000	1	28.54400	1	35.708000	1	161.200	1	0.02000	1		9	0.067000	1		9		9		9	1
GA02	RC057182	C	2011-03-27T13:11:00	327.12549	-0.19150	10.000	1	28.54100	1	35.709999	1	160.400	1	0.02000	1		9	0.067000	1		9		9		9	1
GA02	RC057182	C	2011-03-27T13:11:00	327.12549	-0.19150	11.000	1	28.53300	1	35.715000	1	159.100	1	0.02000	1		9	0.067000	1		9		9		9	1
GA02	RC057182	C	2011-03-27T13:11:00	327.12549	-0.19150	12.000	1	28.52800	1	35.721001	1	159.000	1	0.02000	1		9	0.067000	1		9		9		9	1
GA02	RC057182	C	2011-03-27T13:11:00	327.12549	-0.19150	13.000	1	28.52500	1	35.724998	1	159.000	1	0.02000	1		9	0.067000	1		9		9		9	1
GA02	RC057182	C	2011-03-27T13:11:00	327.12549	-0.19150	14.000	1	28.52300	1	35.728001	1	159.000	1	0.03000	1		9	0.067000	1		9		9		9	1
GA02	RC057182	C	2011-03-27T13:11:00	327.12549	-0.19150	15.000	1	28.52200	1	35.730000	1	155.600	1	0.03000	1		9	0.067000	1		9		9		9	1
GA02	RC057182	C	2011-03-27T13:11:00	327.12549	-0.19150	16.000	1	28.52000	1	35.731998	1	152.200	1	0.03000	1		9	0.067000	1		9		9		9	1
GA02	RC057182	C	2011-03-27T13:11:00	327.12549	-0.19150	17.000	1	28.51500	1	35.737000	1	148.800	1	0.03000	1		9	0.067000	1		9		9		9	1
GA02	RC057182	C	2011-03-27T13:11:00	327.12549	-0.19150	18.000	1	28.50500	1	35.745998	1	153.800	1	0.03000	1		9	0.067000	1		9		9		9	1
GA02	RC057182	C	2011-03-27T13:11:00	327.12549	-0.19150	19.000	1	28.49400	1	35.756001	1	159.200	1	0.03000	1		9	0.067000	1		9		9		9	1
GA02	RC057182	C	2011-03-27T13:11:00	327.12549	-0.19150	20.000	1	28.47700	1	35.769001	1	164.700	1	0.03000	1		9	0.068000	1		9		9		9	1
GA02	RC057182	C	2011-03-27T13:11:00	327.12549	-0.19150	21.000	1	28.46500	1	35.777000	1	165.200	1	0.03000	1		9	0.068000	1		9		9		9	1
GA02	RC057182	C	2011-03-27T13:11:00	327.12549	-0.19150	22.000	1	28.44900	1	35.789001	1	161.400	1	0.03000	1		9	0.068000	1		9		9		9	1
GA02	RC057182	C	2011-03-27T13:11:00	327.12549	-0.19150	23.000	1	28.43700	1	35.799000	1	157.700	1	0.03000	1		9	0.068000	1		9		9		9	1
GA02	RC057182	C	2011-03-27T13:11:00	327.12549	-0.19150	24.000	1	28.42300	1	35.811001	1	154.000	1	0.03000	1		9	0.068000	1		9		9		9	1
GA02	RC057182	C	2011-03-27T13:11:00	327.12549	-0.19150	25.000	1	28.41500	1	35.820000	1	154.800	1	0.03000	1		9	0.068000	1		9		9		9	1
GA02	RC057182	C	2011-03-27T13:11:00	327.12549	-0.19150	26.000	1	28.41000	1	35.827999	1	155.700	1	0.03000	1		9	0.068000	1		9		9		9	1
GA02	RC057182	C	2011-03-27T13:11:00	327.12549	-0.19150	27.000	1	28.40100	1	35.841000	1	156.600	1	0.03000	1		9	0.069000	1		9		9		9	1
GA02	RC057182	C	2011-03-27T13:11:00	327.12549	-0.19150	28.000	1	28.37800	1	35.861000	1	156.600	1	0.03000	1		9	0.069000	1		9		9		9	1
GA02	RC057182	C	2011-03-27T13:11:00	327.12549	-0.19150	29.000	1	28.33200	1	35.889999	1	156.600	1	0.03000	1		9	0.069000	1		9		9		9	1
